,Closed-loop recycling,Open to high and middle-end recycling,Open to low-end recycling,Incineration,Discard or landfill
1993,0.0,0.0,0.0,0.0,0.0
1994,0.00024728441861278524,0.0002079090337411676,0.002173489309675348,6.338014243545306e-07,6.53837672040832e-05
1995,0.0020765167636548347,0.0017458705902325365,0.01825140060374222,5.322208693469408e-06,0.0005490458696582196
1996,0.0077765223721152615,0.006537130228106148,0.0668566294431582,1.9597840555197832e-05,0.0020329683968065408
1997,0.02219405630340056,0.018650603332815062,0.18252274465860047,5.408183031828171e-05,0.005673452802893142
1998,0.051615839459873886,0.04336325808666799,0.4087236976965624,0.00012233001571683387,0.012959704505782555
1999,0.10656358367285132,0.0895051826576767,0.8150703006351999,0.0002466229594768488,0.026375301256076237
2000,0.2982318719865047,0.250359887254346,2.0928714544472005,0.0006521300546224828,0.07158172233925542
2001,1.17366218384263,0.9848411310288104,7.6260189311310596,0.00244341973296441,0.2747439346525092
2002,3.602961206927108,3.0228899160545537,22.794945019420815,0.007379138003798209,0.8369375068137842
2003,8.778302066416567,7.364655945359411,54.972801837834915,0.01787235062604068,2.0349078902002096
2004,18.137562051334392,15.216444381964884,113.05521045546973,0.03684275229593186,4.204193792678063
2005,33.68212627983294,28.257422421336177,209.44030392093973,0.06839858363453485,7.818442494552897
2006,58.25687866398564,48.87466905693705,361.7955526425714,0.11845653910936273,13.565558713141819
2007,96.47586055427631,80.939933037647,598.8836574001145,0.196623186838676,22.57320806703028
2008,157.81675198535,132.40689199243377,980.271416194343,0.322504231063762,37.17407103637537
2009,254.63417422520905,213.6459132327386,1585.1402607907928,0.5215104447534371,60.44552244087431
2010,402.4293533406938,337.67075190989084,2514.830372782913,0.8259292147687407,96.31040575890587
2011,621.83032934743,521.8024782350263,3905.7422621404476,1.2786136193370912,150.05244732952565
2012,938.4273190614454,787.5334530924633,5929.207977619963,1.9323409974477115,228.308735521891
2013,1384.8654151034461,1162.2817557015435,8803.592748353165,2.854350532076412,339.5804044305252
2014,1999.3082728799434,1678.1070354145215,12788.063563589592,4.122392371752005,493.88299614508674
2015,2826.551644081258,2372.652085238982,18194.143454736142,5.826692281679349,703.1349128550474
2016,3922.495323392726,3292.89477399153,25412.245106210605,8.079853820134806,982.3341108709777
2017,5349.968259646465,4491.639526013128,34882.100674712914,11.008515420741352,1348.4295892799605
2018,7169.196514606237,6019.5165535130445,47034.02646081289,14.734078608184717,1817.9171249079488
2019,9431.546048243017,7919.722973948153,62245.48489168722,19.360620836515515,2405.1839750130302
2020,106355.26380306842,0.0,0.0,0.0,0.0
2021,135304.32632923557,0.0,0.0,0.0,0.0
2022,168883.5278343099,0.0,0.0,0.0,0.0
2023,206945.7879983803,0.0,0.0,0.0,0.0
2024,249156.9321218025,0.0,0.0,0.0,0.0
2025,294997.2670716802,0.0,0.0,0.0,0.0
2026,341882.0112417363,0.0,0.0,0.0,0.0
2027,392473.0814196655,0.0,0.0,0.0,0.0
2028,443377.20555574633,0.0,0.0,0.0,0.0
2029,494907.6551832591,0.0,0.0,0.0,0.0
2030,542980.1728428287,0.0,0.0,0.0,0.0
2031,587478.8154340262,0.0,0.0,0.0,0.0
2032,628624.6010122207,0.0,0.0,0.0,0.0
2033,646869.1575536884,0.0,0.0,0.0,0.0
2034,681714.9308770841,0.0,0.0,0.0,0.0
2035,709158.6905097971,0.0,0.0,0.0,0.0
2036,725190.6197613622,0.0,0.0,0.0,0.0
2037,751249.9991161454,0.0,0.0,0.0,0.0
2038,766291.0859350906,0.0,0.0,0.0,0.0
2039,801087.8592930405,0.0,0.0,0.0,0.0
2040,836881.0345095984,0.0,0.0,0.0,0.0
2041,858080.2921269209,0.0,0.0,0.0,0.0
2042,917549.6141730133,0.0,0.0,0.0,0.0
2043,1020833.0488425008,0.0,0.0,0.0,0.0
2044,1142773.4067824788,0.0,0.0,0.0,0.0
2045,1267213.0533306808,0.0,0.0,0.0,0.0
2046,1401834.900728327,0.0,0.0,0.0,0.0
2047,1543153.386901847,0.0,0.0,0.0,0.0
2048,1685835.8221370683,0.0,0.0,0.0,0.0
2049,1836805.7835503998,0.0,0.0,0.0,0.0
2050,1982798.9673046917,0.0,0.0,0.0,0.0
